User-ID,Book-Rating,Book-Id
277427,9,9
277427,9,278
277427,10,202
277427,10,159
277427,9,63
277427,10,481
278026,9,1122
278026,8,226
278026,8,1203
278418,10,640
278418,8,36
278418,7,692
278582,7,292
278582,7,260
278582,10,52
278633,7,27
278633,7,336
278633,7,428
254,5,494
254,9,205
254,7,16
254,9,490
882,10,72
882,9,500
882,10,498
1424,9,509
1424,7,50
1424,7,71
1424,7,123
1424,8,504
1424,7,402
1424,8,53
1674,10,82
1674,10,163
1674,6,83
1733,7,20
1733,8,90
1733,8,25
1848,5,55
1848,10,95
1848,8,94
2030,10,519
2030,10,100
2030,10,99
2033,9,205
2033,7,520
2033,10,527
2033,8,528
2033,8,529
2033,10,138
2033,10,480
2033,10,526
2033,10,524
2033,8,413
2033,9,523
2033,10,522
2033,10,525
2110,7,153
2110,8,34
2110,9,530
2276,10,365
2276,10,532
2276,8,533
2276,10,17
2276,10,524
2276,10,413
2313,9,116
2313,9,115
2313,7,113
2891,9,131
2891,8,82
2891,9,538
2891,8,115
2891,9,363
2891,8,130
2977,8,539
2977,3,57
2977,9,16
3640,8,144
3640,5,154
3640,5,103
3814,3,161
3814,7,160
3814,5,48
3917,7,169
3917,5,171
3917,7,58
3917,7,170
3917,8,168
3917,6,172
3917,8,173
4017,9,194
4017,9,45
4017,9,169
4017,9,554
4017,10,176
4017,8,634
4017,10,39
4017,9,475
4017,9,101
4017,10,556
4017,10,177
4017,8,323
4017,9,115
4017,8,557
4017,10,192
4017,9,555
4017,9,553
4017,9,48
4385,10,564
4385,10,191
4385,10,562
4385,10,137
4385,10,560
4385,10,561
4385,10,329
5582,8,565
5582,8,314
5582,10,118
5582,7,291
5582,7,229
5582,9,99
5582,6,567
5582,10,86
5582,9,230
5582,5,429
5582,9,471
5582,9,207
5582,8,566
5728,9,234
5728,10,233
5728,6,235
5903,8,428
5903,9,73
5903,8,122
6073,8,245
6073,8,57
6073,9,42
6073,9,244
6073,10,571
6073,10,4
6073,9,231
6238,9,250
6238,8,251
6238,9,169
6238,10,252
6238,10,212
6238,9,248
6238,8,249
6242,7,70
6242,5,426
6242,7,253
6242,5,572
6242,6,477
6242,8,213
6242,7,48
6242,6,173
6251,10,575
6251,7,581
6251,7,292
6251,7,582
6251,10,47
6251,10,36
6251,10,535
6251,10,75
6251,7,63
6251,9,583
6251,10,579
6251,10,130
6532,10,266
6532,4,267
6532,7,110
6543,10,269
6543,8,245
6543,8,292
6543,8,60
6543,10,47
6543,10,82
6543,9,589
6543,7,4
6543,10,482
6543,8,246
6543,9,48
6563,6,497
6563,8,153
6563,8,21
6563,9,270
6563,7,488
6563,8,189
6563,2,16
6563,10,271
6566,8,432
6566,8,272
6566,9,52
6575,7,21
6575,8,594
6575,4,279
6575,8,169
6575,7,593
6575,9,118
6575,9,292
6575,7,123
6575,8,603
6575,2,49
6575,7,323
6575,5,441
6575,7,368
6575,7,63
6575,7,309
6575,8,274
6575,9,273
6575,9,52
7125,8,50
7125,8,297
7125,7,167
7125,7,298
7125,10,218
7125,8,122
7125,10,271
7158,9,27
7158,8,586
7158,8,607
7283,8,306
7283,8,305
7283,10,222
7346,7,612
7346,8,118
7346,8,292
7346,6,33
7346,9,0
7346,8,316
7346,9,309
7915,10,292
7915,6,270
7915,5,285
7958,9,495
7958,10,534
7958,8,324
8066,8,495
8066,8,82
8066,4,73
8066,7,213
8067,10,34
8067,10,118
8067,10,292
8067,8,49
8067,7,271
8067,10,328
8187,8,118
8187,8,292
8187,8,260
8245,9,622
8245,9,409
8245,6,192
8245,8,91
8245,8,22
8245,9,363
8253,10,194
8253,10,50
8253,8,7
8253,8,60
8253,8,160
8253,10,6
8253,9,220
8253,10,16
8454,9,338
8454,8,7
8454,9,153
8454,7,27
8454,8,111
8454,10,223
8454,7,160
8454,6,123
8454,8,6
8454,8,339
8454,10,63
8454,9,17
8454,10,130
8681,8,634
8681,8,57
8681,7,499
8681,9,628
8681,7,538
8681,9,505
8681,7,631
8681,9,632
8681,7,630
8681,10,513
8681,10,104
8681,10,175
8681,8,635
8734,7,15
8734,7,537
8734,7,638
8801,8,3
8801,7,212
8801,10,259
8872,9,586
8872,7,316
8872,8,226
8872,9,347
9417,6,267
9417,8,31
9417,7,364
10314,6,27
10314,8,223
10314,6,81
10314,6,101
10314,7,6
10314,9,309
10314,8,48
10560,9,82
10560,8,567
10560,8,521
10560,7,181
10819,8,653
10819,9,535
10819,7,394
11245,7,365
11245,9,126
11245,8,261
11245,9,103
11601,6,306
11601,10,336
11601,10,640
11601,10,663
11601,10,48
11638,10,169
11638,9,252
11638,7,167
11638,8,411
11676,3,1064
11676,10,1969
11676,9,131
11676,9,84
11676,7,870
11676,10,1616
11676,9,509
11676,9,703
11676,4,45
11676,8,153
11676,7,1003
11676,9,312
11676,8,519
11676,9,146
11676,3,731
11676,7,1139
11676,10,15
11676,3,615
11676,9,21
11676,5,1527
11676,10,495
11676,8,27
11676,8,144
11676,1,1546
11676,10,158
11676,8,223
11676,9,169
11676,4,554
11676,8,2204
11676,8,875
11676,10,1550
11676,7,71
11676,9,539
11676,7,165
11676,8,612
11676,7,129
11676,7,162
11676,8,996
11676,9,881
11676,7,118
11676,1,1511
11676,10,157
11676,7,1145
11676,8,466
11676,4,260
11676,1,14
11676,9,182
11676,8,1006
11676,3,1270
11676,5,616
11676,8,152
11676,9,773
11676,9,1316
11676,3,297
11676,6,924
11676,7,719
11676,10,117
11676,10,2026
11676,10,300
11676,8,81
11676,9,9
11676,10,356
11676,10,243
11676,7,637
11676,7,68
11676,10,167
11676,5,47
11676,10,1684
11676,7,101
11676,10,121
11676,10,699
11676,9,82
11676,9,203
11676,8,70
11676,10,216
11676,8,123
11676,7,550
11676,10,806
11676,9,640
11676,10,36
11676,10,541
11676,10,139
11676,8,392
11676,7,435
11676,6,263
11676,10,617
11676,6,164
11676,8,208
11676,5,317
11676,8,211
11676,9,467
11676,10,126
11676,9,24
11676,8,1169
11676,6,1058
11676,10,205
11676,5,887
11676,9,825
11676,4,470
11676,8,80
11676,9,0
11676,5,278
11676,8,535
11676,8,1825
11676,4,202
11676,6,1269
11676,8,885
11676,10,206
11676,8,488
11676,10,451
11676,10,584
11676,10,552
11676,8,776
11676,9,159
11676,7,261
11676,7,287
11676,7,136
11676,6,1195
11676,7,253
11676,8,265
11676,8,316
11676,6,1614
11676,1,711
11676,8,255
11676,9,446
11676,9,31
11676,6,423
11676,8,537
11676,10,192
11676,7,733
11676,9,758
11676,8,85
11676,4,258
11676,8,13
11676,8,86
11676,7,75
11676,6,42
11676,1,1093
11676,8,259
11676,6,236
11676,10,183
11676,9,163
11676,8,833
11676,8,98
11676,6,1988
11676,8,577
11676,5,1130
11676,8,2258
11676,6,154
11676,6,103
11676,8,709
11676,9,373
11676,8,140
11676,10,551
11676,6,351
