User-ID,ISBN,Book-Rating
277427,0375751513,9
277427,0440236738,9
277427,0441627404,10
277427,0446608890,10
277427,0679731148,9
277427,0836217691,10
278026,0060572965,9
278026,0451206525,8
278026,0515135968,8
278418,0394800168,10
278418,0394820371,8
278418,0440184622,7
278582,0312980140,7
278582,0312983867,7
278582,1400034779,10
278633,0142000205,7
278633,0375703063,7
278633,0743225082,7
254,0066238501,5
254,0439064864,9
254,0671021001,7
254,156389226X,9
882,0440235162,10
882,051509465X,9
882,0618260307,10
1424,0060730552,9
1424,0060930535,7
1424,031215125X,7
1424,0385720106,7
1424,0618446877,8
1424,0743431014,7
1424,0767902521,8
1674,038548951X,10
1674,0553380958,10
1674,0679725164,6
1733,0425181111,7
1733,0517077744,8
1733,0743412621,8
1848,0061030651,5
1848,0765348446,10
1848,0812513738,8
2030,006251279X,10
2030,0062513346,10
2030,0385315287,10
2033,0439064864,9
2033,0441004997,7
2033,0812521358,10
2033,0812532619,8
2033,0812532635,8
2033,0836204387,10
2033,0836221362,10
2033,0886774004,10
2033,0886774632,10
2033,0886775167,8
2033,0886776619,9
2033,0886777208,10
2033,0886777739,10
2110,0060987529,7
2110,0064472779,8
2110,0373638167,9
2276,0312989385,10
2276,0449007383,10
2276,0756400619,8
2276,0805063897,10
2276,0886774632,10
2276,0886775167,10
2313,0020442602,9
2313,0452260116,9
2313,0679733760,7
2891,0060504080,9
2891,038548951X,8
2891,044900483X,9
2891,0452260116,8
2891,140003065X,9
2891,1400032717,8
2977,0312194390,8
2977,0385491050,3
2977,0671021001,9
3640,0142002267,8
3640,0670820555,5
3640,0671004549,5
3814,0060391537,3
3814,0375703861,7
3814,1573225789,5
3917,0156007754,7
3917,0385497091,5
3917,0394758285,7
3917,0671027638,7
3917,1570625190,8
3917,1573226882,6
3917,1573228214,8
4017,0060929871,9
4017,0060964049,9
4017,0156007754,9
4017,0156907399,9
4017,0231121008,10
4017,0312186886,8
4017,0345443284,10
4017,0375701966,9
4017,0385265700,9
4017,0393956539,10
4017,0399142789,10
4017,0449002985,8
4017,0452260116,9
4017,0452282098,8
4017,0452282829,10
4017,0679723056,9
4017,0679723692,9
4017,1573225789,9
4385,0345446100,10
4385,0446600342,10
4385,0553567683,10
4385,0553576011,10
4385,0821746219,10
4385,155166531X,10
4385,1551667436,10
5582,0020199856,8
5582,0060987324,8
5582,0312966970,10
5582,0345301110,7
5582,0380818957,7
5582,0385315287,9
5582,0452281431,6
5582,0515131091,10
5582,0553299611,9
5582,0671887173,5
5582,0679785892,9
5582,068483183X,9
5582,0804001480,8
5728,0451166582,9
5728,0451194861,10
5728,0671026011,6
5903,0743225082,8
5903,076790382X,9
5903,0767907817,8
6073,0140065504,8
6073,0385491050,8
6073,0553273914,9
6073,0671742515,9
6073,0679723161,10
6073,067976397X,10
6073,0679776818,9
6238,0156005204,9
6238,0156006243,8
6238,0156007754,9
6238,0156010593,10
6238,0375724370,10
6238,0375724958,9
6238,0879100362,8
6242,0385494785,7
6242,0446678457,5
6242,0449910830,7
6242,0684850273,5
6242,0684852225,6
6242,0871136791,8
6242,1573225789,7
6242,1573228214,6
6251,0156189216,10
6251,0156717204,7
6251,0312980140,7
6251,0345440145,7
6251,0380813815,10
6251,0394820371,10
6251,0440498058,10
6251,0517149257,10
6251,0679731148,7
6251,0767900316,9
6251,0880291230,10
6251,1400032717,10
6532,0345384229,10
6532,0425099334,4
6532,0425181103,7
6543,0060745908,10
6543,0140065504,8
6543,0312980140,8
6543,0345436911,8
6543,0380813815,10
6543,038548951X,10
6543,0679729771,9
6543,067976397X,7
6543,0836218051,10
6543,1400031362,8
6543,1573225789,9
6563,0060085444,6
6563,0060987529,8
6563,0140286276,8
6563,0345450698,9
6563,0446600474,7
6563,0552998001,8
6563,0671021001,2
6563,0804114609,10
6566,0312983301,8
6566,0553284118,8
6566,1400034779,9
6575,0140286276,7
6575,0140309594,8
6575,0141000198,4
6575,0156007754,8
6575,015640057X,7
6575,0312966970,9
6575,0312980140,9
6575,0385720106,7
6575,0393311031,8
6575,0446606812,2
6575,0449002985,7
6575,0449221393,5
6575,0671743058,7
6575,0679731148,7
6575,0743227441,7
6575,0747541604,8
6575,0786886323,9
6575,1400034779,9
7125,0060930535,8
7125,0373250479,8
7125,038079487X,7
7125,0425185508,7
7125,067179356X,10
7125,0767907817,8
7125,0804114609,10
7158,0142000205,9
7158,0446611085,8
7158,0970998716,8
7283,006109398X,8
7283,0345441036,8
7283,0451210840,10
7346,0312203039,7
7346,0312966970,8
7346,0312980140,8
7346,0380759497,6
7346,0440234743,9
7346,0451188454,8
7346,0743227441,9
7915,0312980140,10
7915,0345450698,6
7915,0380713802,5
7958,014100018X,9
7958,0451160312,10
7958,0684801523,8
8066,014100018X,8
8066,038548951X,8
8066,076790382X,4
8066,0871136791,7
8067,0064472779,10
8067,0312966970,10
8067,0312980140,10
8067,0446606812,8
8067,0804114609,7
8067,1573227161,10
8187,0312966970,8
8187,0312980140,8
8187,0312983867,8
8245,006091646X,9
8245,0446526126,9
8245,0452282829,6
8245,0671708635,8
8245,080213825X,8
8245,140003065X,9
8253,0060929871,10
8253,0060930535,10
8253,0060977493,8
8253,0345436911,8
8253,0375703861,8
8253,038572179X,10
8253,0553580515,9
8253,0671021001,10
8454,0060934913,9
8454,0060977493,8
8454,0060987529,9
8454,0142000205,7
8454,0142001805,8
8454,0156007479,10
8454,0375703861,7
8454,0385720106,6
8454,038572179X,8
8454,0618526412,8
8454,0679731148,10
8454,0805063897,9
8454,1400032717,10
8681,0312186886,8
8681,0385491050,8
8681,0385491085,7
8681,0393320030,9
8681,044900483X,7
8681,0679725229,9
8681,0679726209,7
8681,0679727221,9
8681,067972723X,7
8681,0679734031,10
8681,081297106X,10
8681,1400032806,10
8681,1563050757,8
8734,014023828X,7
8734,0452282195,7
8734,1877741094,7
8801,0316769487,8
8801,0375724370,7
8801,0553279378,10
8872,0446611085,9
8872,0451188454,7
8872,0451206525,8
8872,0451207505,9
9417,0425099334,6
9417,0451454243,8
9417,0553578685,7
10314,0142000205,6
10314,0156007479,8
10314,0375727132,6
10314,0385265700,6
10314,038572179X,7
10314,0743227441,9
10314,1573225789,8
10560,038548951X,9
10560,0452281431,8
10560,0765341174,8
10560,076534128X,7
10819,0425100413,8
10819,0440498058,9
10819,0553803700,7
11245,0312989385,7
11245,0425180964,9
11245,0446612626,8
11245,0671004549,9
11601,006109398X,6
11601,0375703063,10
11601,0394800168,10
11601,0802130798,10
11601,1573225789,10
11638,0156007754,10
11638,0156010593,9
11638,038079487X,7
11638,0446608475,8
11676,006000942X,3
11676,006019250X,10
11676,0060504080,9
11676,0060512806,9
11676,0060519134,7
11676,0060609176,10
11676,0060730552,9
11676,0060920084,9
11676,0060964049,4
11676,0060987529,8
11676,0061056006,7
11676,0061094234,9
11676,006251279X,8
11676,0064407314,9
11676,0064471969,3
11676,0140150749,7
11676,014023828X,10
11676,0140280464,3
11676,0140286276,9
11676,0140437509,5
11676,014100018X,10
11676,0142000205,8
11676,0142002267,8
11676,0142437255,1
11676,0156001454,10
11676,0156007479,8
11676,0156007754,9
11676,0156907399,4
11676,0192781537,8
11676,0192833596,8
11676,0192835092,10
11676,031215125X,7
11676,0312194390,9
11676,0312199430,7
11676,0312203039,8
11676,0312263996,7
11676,0312274920,7
11676,0312873115,8
11676,0312965680,9
11676,0312966970,7
11676,0312971281,1
11676,0312978332,10
11676,0312982011,7
11676,0312982518,8
11676,0312983867,4
11676,0316168815,1
11676,0345305183,9
11676,0345420748,8
11676,0345423879,3
11676,0345428307,5
11676,0345441702,8
11676,0345444884,9
11676,0345453743,9
11676,0373250479,3
11676,0375700269,6
11676,0375700811,7
11676,037570387X,10
11676,037570633X,10
11676,0375713344,10
11676,0375727132,8
11676,0375751513,9
11676,0375758232,10
11676,0375760393,10
11676,0380715430,7
11676,0380727501,7
11676,038079487X,10
11676,0380813815,5
11676,0380815699,10
11676,0385265700,7
11676,0385474016,10
11676,0385481969,10
11676,038548951X,9
11676,038549081X,9
11676,0385494785,8
11676,0385496095,10
11676,0385720106,8
11676,0385722435,7
11676,0393324141,10
11676,0394800168,9
11676,0394820371,10
11676,0394832205,10
11676,0399226907,10
11676,0425136981,8
11676,0425144372,7
11676,0425147584,6
11676,0425152898,10
11676,0425162443,6
11676,0425170349,8
11676,0425176932,5
11676,0425179613,8
11676,0425180050,9
11676,0425180964,10
11676,0425182878,9
11676,0425192032,8
11676,0425194523,6
11676,0439064864,10
11676,0439227143,5
11676,043965548X,9
11676,0440169127,4
11676,0440208149,8
11676,0440234743,9
11676,0440236738,5
11676,0440498058,8
11676,0441003729,8
11676,0441627404,4
11676,044173118X,6
11676,0446354732,8
11676,044651862X,10
11676,0446600474,8
11676,0446601853,10
11676,0446604232,10
11676,0446607207,10
11676,0446608602,8
11676,0446608890,9
11676,0446612626,7
11676,0449001245,7
11676,0449006530,7
11676,0449224465,6
11676,0449910830,7
11676,0451168615,8
11676,0451188454,8
11676,0451205553,6
11676,0451207521,1
11676,0451207645,8
11676,0451210638,9
11676,0451454243,9
11676,0451528204,6
11676,0452282195,8
11676,0452282829,10
11676,0486266893,7
11676,0515100536,9
11676,0515122491,8
11676,0515124796,4
11676,0515128554,8
11676,0515131091,8
11676,0517149257,7
11676,0553273914,6
11676,0553275607,1
11676,0553279378,8
11676,055337933X,6
11676,0553380168,10
11676,0553380958,9
11676,0553575953,8
11676,0553579754,8
11676,055358054X,6
11676,0590213113,8
11676,0590440616,5
11676,0618485228,8
11676,0670820555,6
11676,0671004549,6
11676,0671014919,8
11676,0671024183,9
11676,067102423X,8
11676,0671025708,10
11676,0671039946,6
11676,0671042858,10
11676,0671524097,4
11676,067155302X,10
11676,0671743058,8
11676,067179356X,5
11676,0679721819,7
11676,0679731148,5
11676,0679749845,7
11676,0679756760,9
11676,0679776818,8
11676,0679867120,10
11676,0684801523,5
11676,0684804522,4
11676,0684813637,9
11676,0684850273,8
11676,0684852225,5
11676,0688171621,9
11676,0743223136,9
11676,0743243803,6
11676,0743262174,8
11676,0743428188,9
11676,0743437810,9
11676,0743454146,9
11676,0743480694,10
